table_name,table_id,table_category,field_order,field_name,field_id,field_type,option_count,options_preview
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,23,【报到】高阶一几点到,fldbcbfBgV,select,4,8pm-10pm; 10pm-12am; 12am后; 开课当天早上
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,24,高阶三已进课室人数,fldG1VmmI3,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,25,高阶四已进课室,fldamK4R39,select,9,KLCP131; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,26,"杂费定金余款 (A,B,C,D)",fldr8zEiwc,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,27,EMO 联络号码,fld0VFSV0R,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,28,婚姻,fldg5w01QF,select,8,单身; 已婚; 分居; 离婚; 丧偶; 0125351616; 医助; 已婚 Married
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,29,"杂费定金补款  (A,B,C,D)",fldJU2FkyQ,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,30,文字-6,flde1ZMLci,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,31,付费方式,fldktTMWFK,select,9,Cash; Cheque; Online Banking; Boldpay; Credit Card; Deposit Transfer; 支付宝; 中国银行; Online Transfer
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,32,EMO 华语名字,fldpVM1MAg,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,33,基础转名额,fldJ4Ok5wY,select,2,基础已消耗; 基础已退款
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,34,高阶二教练,fldWmvMlWV,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,35,"高阶一2CalL (A,B,C,D)",flde5hBvrW,select,12,"确认; 待确认; 不当班; 健康待审核; 健康不通过; 未接电话; Yes; 高二待定; 住宿钱诗莹，陈培嬿，周美怡3人要一起，如果可以3人一间，浅眠; 顾孩子、老公 ; 书写有压力; 付款会一半Cash，一半transfer
住宿钱诗莹，陈培嬿，周美怡3人要一起，如果可以3人一间，浅眠"
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,36,课室内名单,fldDnN0ySS,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,37,"高阶一C1-4信息  (A,B,C,D)",fldCBOwgh2,select,2,已发出; 已回复
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,38,基础 - 全款/订金,fldMsWJGBD,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,39,"高阶二确认期别 (A,B,C,D)",fldY4T4BzB,select,1,KLCP135
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,40,高阶一教练,fldjVaU8zJ,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,41,高阶一确认期别人数,fldxCrwTN6,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,42,文字-3,fldACg9DB8,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,43,"高阶报读日期  (A,B,C,D)",fldvKhoqzv,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,44,"高阶余款  (A,B,C,D)",fld5gM9QQd,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,45,高阶四已进课室人数,fldrIarGll,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,46,"高阶二卓越宣言表  (A,B,C,D)",fldyY1whEh,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,47,电话,fld3pODST1,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,48,基础2Call,fld3PR7LZl,select,2,Yes; No
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,49,高阶-Invoice Name,fldcSFwUNA,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,50,邮箱,fld7uLB2sP,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,51,学员/教练,fldTqu9a5z,select,2,学员; 教练
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,52,"高阶二总费用  (A,B,C,D)",fldqp668Em,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,53,【基础】Tax invoice name,fldNQzMd0q,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,54,"高阶二确认当班 (A,B,C,D)",fldVLGX5Vu,select,4,确认; 不当班; 待确认; 未接
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,55,"高阶一1call(A,B,C,D)",fld3LBWyNZ,select,3,Yes; No; YES
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,56,"杂费定金  (A,B,C,D)",fld5YHqAUa,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,57,高阶转名额,fldHzSx5He,select,2,高阶已消耗; 高阶已退款
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,58,高阶付费方式_1,fld9pibfS8,select,8,Cash; Cheque; Online Banking; Boldpay; Credit Card; Deposit Transfer; 支付宝; 中国银行
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,59,"毕业证 (A,B,C,D)",fld8M5DEZF,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,60,客户等级,fldqjJ9DuE,select,4,A+; A; B; C
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,61,"信念系统日期  (A,B,C,D)",fld48s0YpN,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,62,"高阶二2Call  (A,B,C,D)",fldpTEoMrj,lookup,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,63,"高阶二膳食费用  (A,B,C,D)",fld7BTqcdC,select,1,2300
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,64,备注-转海星/消耗,fldmYPrj9l,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,65,基础问卷,fld2eXxUcJ,select,3,Yes; No; YES
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,66,文字-5,fld5Xz6qxB,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,67,序号——,fldvAP9Tsv,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,68,基础1 Call Status,fldtKneeQO,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,69,性别,fldHbPLVek,select,2,男; 女
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,70,文字-2,fldQxS590Q,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,71,报名时间段,fldkVHa7Kp,select,10,基础开班; 星期五晚上; 星期六早上; 星期六中午; 星期六晚上; 星期日早上; 星期日小休【毕业后】; 星期日【结果1】; 星期日【结果2】; 星期日【结果3-结束】
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,72,"高阶一C1-3信息  (A,B,C,D)",fldbcgHatV,select,3,已发出; 已回复; Yes
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,73,总费用,fldH64Rore,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,74,"高阶二1call  (A,B,C,D)",fldLFSilk8,select,2,Yes; No
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,75,公司名称,fldPt86QXy,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,76,年龄,fld4Ozu3jN,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,77,高阶五已经课室,fldOL8qfBY,select,3,MP18; MP19; MP20
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,78,高阶一已进课室人数,fldPcaGbzz,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,79,基础C1-4信息/Account Check,fld7rF7lrx,select,3,已发出; 已回复; Nana 已确认
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,80,基础学费,fldOGdbu8I,select,12,"5000; 12500; 15800; 16300; 18900; 6800; 5,000; 13,300; 500; 1,580; $5000; $16,300"
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,81,基础健康面谈,flduv1pk53,select,4,已面谈; 面谈不通过; yes; Yes
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,82,文字-4,fld9Nh7axi,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,83,学号,fldcAKHYTF,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,84,结果期别,fldUcxqCzB,select,14,JCP; Dcode; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140; 复习; 复读; 复读-高阶二; 毕业生-基础-高阶二
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,85,文字-1,fldaqIBk4f,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,86,高阶二后离开原因,fldghrGMDe,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,87,紧急联系人（姓名、关系、电话）,fldbdsENL8,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,88,行业性质,fldeGX47jN,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,89,基础C1-3信息,fldyCLPXM7,select,2,已发出; 已回复
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,90,"信念系统当班期别 (A,B,C,D)",fldCsXxw3P,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,91,"高阶一酒店费用  (A,B,C,D)",fldV1Ov1oJ,select,3,"2300; 1485; 2,300"
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,92,"基础2Call Status
来的目的、急需解决的问题",fldtaHRKkE,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,93,余款,fldVakFzdK,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,94,备注,fldxiJJ1fR,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,95,基础确认期别,fld4FgLMyN,select,11,KLCP131; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140; KLCP121; KLCP130
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,96,付费方式 (1),flds6ly10t,select,9,Cash; Cheque; Online Banking; Boldpay; Credit Card; Deposit Transfer; 支付宝; 中国银行; Online Transfer
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,97,基础阶段教练,fldHTH3wZ9,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,98,生日日期,fldqty2zuN,datetime,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,99,"高阶一离开 (A,B,C,D)",fldhktTdmb,select,8,高阶一守则前; 高阶一守则后第1天; 高阶一守则后第2天; 高阶一守则后第3天; 高阶一守则后第4天; 高阶一守则后第5天; 高阶四前; 高阶四后
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,100,"高阶一来的目的、急需解决的问题  (A,B,C,D)",fldBTFVLKs,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,101,基础已进课室（KLCP),fldx22KkI9,select,11,KLCP131; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140; KLCP121; KLCP130
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,102,定金,fldSqTZCPk,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,103,基础健康,fldpbydaeC,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,104,市区,fld1DvHlU7,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,105,高阶健康,fldqC8HLiJ,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,106,"杂费定金付费方式 (A,B,C,D)",fldG89UoDv,select,8,Cash; Cheque; Online Banking; Boldpay; Credit Card; Deposit Transfer; 支付宝; 中国银行
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,107,高阶一确认当班人数,fldinQISul,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,108,个人海星位置,fldw1sPNp8,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,109,年收入,fldBv7HKrH,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,110,高阶健康面谈,fldUyUboyG,select,2,已面谈; 面谈不通过
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,111,"高阶补款 (A,B,C,D)",flddyIpxbM,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,112,"高阶学费SST  (A,B,C,D)",fldzpuXMP8,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,113,SO/Transfer No.,fldVfTh8yC,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,114,基础离开,fldUMPJqqk,select,9,基础守则前; 基础守则后第1天; 基础守则后第2天; 基础守则后第3天; 基础守则后第4天; 基础守则后第5天;  ; 守则后第二天; 守则后第三天
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,115,EMO 英文名字,fldFDwxkst,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,116,邮政编号,fldoYxtpJe,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,117,"高阶二1 Call Status (A,B,C,D)",fldrkv27ER,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,118,高阶二已进课室人数,fldRnyJp4h,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,119,"高阶SO/Transfer No. (A,B,C,D)",fldoGWsYc2,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,120,"高阶一问卷(A,B,C,D)",fldUPUrzpQ,select,2,Yes; No
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,121,酒店费用,fldGZYvrcS,select,11,"200; 250; 300; 400; 0; 450; 290; 1200; 240; 350; 2,600"
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,122,全报,fld37lkP7m,select,23,基础全款; 连报; 连报+全款; 连报+M; 连报+M+全款; 高阶; 高阶+全款; 高阶+M; 高阶+M+全款; 复读基础; 复读高阶; 复读-高阶一+全款; 复读高阶一+M; 复读-高阶一+M+全款; 复读-高阶二; 复读-高阶二+全款; 复读高阶二+M; 复读-高阶二+M+全款; 毕业生-复读基础; 毕业生-复读基础+复读高阶一
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,123,膳食费用,fldJyjyJaw,select,5,375; 2300; 2675; 0; 1200
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,124,"高阶学费  (A,B,C,D)",fld68LoHe7,select,10,5000; 12500; 15800; 16300; 18900; 6800; 14600; 10800; 13900; 1080
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,125,父记录,fldCs2Rbnm,link,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,126,高阶一已进课室,fldQEOsk5K,select,9,KLCP131; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,127,基础酒店人数,fldxAC7Mji,select,5,3; 4; 5; 6; Landmark
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,128,8%SST,fldKqsFNLd,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,129,州,fldDJzKBt7,select,15,Kuala Lumpur; Johor; Kedah; Kelantan; Malacca; Negeri Sembilan; Pahang; Perak; Perlis; Penang; Sabah; Sarawak; Terengganu; Singapore; Selangor
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,130,Mark有约意愿度,fldq89Umtt,select,2,Yes; No
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,131,"高阶一确认当班 (A,B,C,D)",fldb4fMdP3,select,8,"确认; 待确认; 不当班; 未接电话; 健康待审核; 健康待不通过; 未接; 高阶一确认当班 (A,B,C,D)"
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,132,基础报读日期,fldXqX3bDG,datetime,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,133,基础已进课室+英文名字,fldEV3sB63,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,134,职位,fldiMuQal2,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,135,"高阶二后离开(A,B,C,D)",fldYSq4dt1,select,11,高级二守则前; 高阶二守则后; 高阶三守则前; 高阶三守则后; 高阶四守则前; 高阶四守则后; 守则后第1天; 守则后第2天; 守则后第3天; 守则后第4天; 守则后第5天
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,136,"高阶总费用 (A,B,C,D)",fldCoHK6zh,formula,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,137,英文名字,fld7bXtZTW,text,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,138,年历,fldApjbspo,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,139,补款,fldAQqQ8io,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,140,"高阶定金 (A,B,C,D)",fld6DwF8on,number,0,
✅✅136-旧Backlog【基础-高四】,tblYTjyktzYogxgI,Backlog / transition,141,"高阶二已进课室 (A,B,C,D)",fldcZavdOm,select,10,KLCP131; KLCP112; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,1,年收入,fldBv7HKrH,number,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,2,基础确认期别,fld4FgLMyN,select,9,KLCP131; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,3,州,fldDJzKBt7,select,15,Kuala Lumpur; Johor; Kedah; Kelantan; Malacca; Negeri Sembilan; Pahang; Perak; Perlis; Penang; Sabah; Sarawak; Terengganu; Singapore; Selangor
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,4,"高阶一1 Call Status (A,B,C,D)",fldXcdUr7c,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,5,EMO期别,fldtEM7csn,select,30,KLCP131; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140; KLCP108; KLCP115; KLCP35; KLCP101; KLCP96; KLCP26; KLCP91; KLCP65; KLCP69; KLCP40; KLCP129
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,6,"高阶二已进课室 (A,B,C,D)",fldcZavdOm,select,10,KLCP131; KLCP112; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,7,孩子,fldXA3u8NF,number,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,8,EMO 联络号码,fld0VFSV0R,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,9,邮政编号,fldoYxtpJe,number,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,10,膳食费用,fldJyjyJaw,select,5,375; 2300; 2675; 0; 1200
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,11,高阶一确认期别人数,fldxCrwTN6,formula,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,12,英文名字,fld7bXtZTW,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,13,高阶付费方式_1,fld9pibfS8,select,8,Cash; Cheque; Online Banking; Boldpay; Credit Card; Deposit Transfer; 支付宝; 中国银行
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,14,"高阶一2CalL (A,B,C,D)",flde5hBvrW,select,12,"确认; 待确认; 不当班; 健康待审核; 健康不通过; 未接电话; Yes; 高二待定; 住宿钱诗莹，陈培嬿，周美怡3人要一起，如果可以3人一间，浅眠; 顾孩子、老公 ; 书写有压力; 付款会一半Cash，一半transfer
住宿钱诗莹，陈培嬿，周美怡3人要一起，如果可以3人一间，浅眠"
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,15,文字-1,fldaqIBk4f,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,16,定金,fldSqTZCPk,number,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,17,"杂费定金付费方式_高二  (A,B,C,D)",fldG29QiQ9,select,8,Cash; Cheque; Online Banking; Boldpay; Credit Card; Deposit Transfer; 支付宝; 中国银行
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,18,公司名称,fldPt86QXy,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,19,高阶一确认当班人数,fldinQISul,formula,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,20,"高阶二1 Call Status (A,B,C,D)",fldrkv27ER,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,21,"信念系统当班期别 (A,B,C,D)",fldCsXxw3P,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,22,"高阶二酒店费用  (A,B,C,D)",fldKLj5OvZ,select,1,2300
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,23,个人海星位置,fldw1sPNp8,number,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,24,结果期别,fldUcxqCzB,select,14,JCP; Dcode; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140; 复习; 复读; 复读-高阶二; 毕业生-基础-高阶二
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,25,"毕业证 (A,B,C,D)",fld8M5DEZF,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,26,"高阶定金 (A,B,C,D)",fld6DwF8on,number,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,27,高阶健康,fldqC8HLiJ,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,28,"高阶补款 (A,B,C,D)",flddyIpxbM,number,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,29,备注,fldxiJJ1fR,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,30,文字-3,fldACg9DB8,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,31,报名时间段,fldkVHa7Kp,select,10,基础开班; 星期五晚上; 星期六早上; 星期六中午; 星期六晚上; 星期日早上; 星期日小休【毕业后】; 星期日【结果1】; 星期日【结果2】; 星期日【结果3-结束】
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,32,基础确认当班,fld8MIqSZ5,select,6,确认; 待确认; 不当班; 健康待审核; 健康不通过; 未接电话
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,33,高阶 - 全款/订金,fldsWv81U0,formula,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,34,高阶二后离开原因,fldghrGMDe,text,0,
✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】,tblPKvDeyibe8k9S,Masterlist / final list,35,高阶二教练,fldWmvMlWV,text,0,
